"Nom","Pays","Region","Type","Periodicite","Langue","ID","Description","Website","CodeSource","DebutArchives","FinArchives"
"Asian - Australasian Journal of Animal Sciences (1 sources)","Corée du Sud","","Presse","Mensuel ou bimensuel","Anglais","29783","Provides information on research on the zoology of domestic farm animals. Covers diseases and environmental issues.","http://www.ajas.info/","GAAFV","01/01/2015",NA
"Asian Hospital and Healthcare Management (web site ref.) (1 sources)","Inde","","Presse","Irrégulier","Anglais","44848","Industry publication for healthcare executives. Covers key issues and trends shaping the healthcare industry.","http://www.asianhhm.com/","WAAGO","24/04/2024",NA
"Asian Investor (1 sources)","Chine","","Presse","Bimestriel ou trimestriel","Anglais","29784","Covers the asset-management industry in Asia Pacific, from Tokyo to Dubai.","http://www.asianinvestor.net/","GAAFW","01/02/2015",NA
"Asian Journal of Business Research (1 sources)","Chine","","Presse","Semestriel","Anglais","29785","Covers theories and paradigms developed from research based on actual Asian business situations. Includes comparative studies (between Asian countries and/or non-Asian countries) that advance theoretical and empirical concepts in retailing, segmentation, and supply chain management.","https://magscholar.com/asian-journal-of-business-research/","GAAFX","01/01/2015",NA
"Asian Journal of Sports Medicine (1 sources)","Iran","","Presse","Bimestriel ou trimestriel","Anglais","29786","Publishes basic, biomedical and clinical research on all topics of sports medicine especially medical aspects on worldwide sports and endemic sports in Asian countries.","https://sites.kowsarpub.com/asjsm/","GAAFY","01/03/2015",NA
"Asian News International (1 sources)","Inde","","Presse","Quotidien","Anglais","4306","Asian News International (ANI) is a press agency specialised in South Asian news.","https://www.aninews.in/","FASL","25/11/2008",NA
"Asian Pacific Post (1 sources)","Canada","Colombie-Britannique","Presse","Hebdomadaire","Anglais","23340","Newspaper published in Vancouver and covering Canadian news with a distinctive Asian point of view, focussing on issues, people and events that affect this community in the greater Vancouver area. This source requires a subscription.","http://www.asianpacificpost.com/","QAAFF","28/01/2025",NA
"Asian Pacific Post (web site ref.) (1 sources)","Canada","Colombie-Britannique","Presse","Irrégulier","Anglais","44849","Newspaper published in Vancouver and covering Canadian news with a distinctive Asian point of view, focussing on issues, people and events that affect this community in the greater Vancouver area.","http://www.asianpacificpost.com/","WAAGP","24/04/2024",NA
"Asian Perspective (1 sources)","États-Unis","Maryland","Presse","Bimestriel ou trimestriel","Anglais","29787","Presents critical analysis of the global, regional, and transnational issues affecting Northeast Asia.","https://www.rienner.com/title/AsianPerspective","GAAFZ","01/04/2015",NA
"Ask Audio (web site ref.) (1 sources)","Canada","","Presse","Irrégulier","Anglais","36642",NA,"https://ask.audio/","WAABZ","24/04/2024",NA
"Askanews (1 sources)","Italie","","Presse","Quotidien","Italien","63699","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.askanews.it/","FAPH","10/03/2015",NA
"AskMen (Canada) (web site ref.) (1 sources)","Canada","","Presse","Irrégulier","Anglais","36643",NA,"http://ca.askmen.com/","WAACA","24/04/2024",NA
"Assam Tribune, The (India) (1 sources)","Inde","","Presse","Quotidien","Anglais","11491","The Assam Tribune is an English-language daily newspaper published in Guwahati, Assam. It plays an important socio-political role in the lives of the people of Assam.","http://www.assamtribune.com/","QAACV","02/01/2017",NA
"Assemblée des Départements de France (ADF) (site web réf.) (1 sources)","France","Ile-de-France","Répertoires et références","Irrégulier","Français","44065","The ADF is an association that brings together the presidents of 104 member communities, including 101 departments. It represents them to the public authorities and is a resource center for general advices.","http://www.departements.fr/actualites/","WAADD","24/04/2024",NA
"Assemblée nationale du Québec (1 sources)","Canada","Québec","Télévision et radio","En continu","Français","4368","Started in 1978, The Canal de l'Assemblée nationale is a Quebec television network, which broadcasts the proceedings of the National Assembly of Quebec on cable television. This source requires a special subscription.","http://www.assnat.qc.ca/fr/index.html","ANQ","21/11/2023",NA
"Assemblée nationale du Québec (site web réf.) (1 sources)","Canada","Québec","Presse","En continu","Français","31814","Composed of 125 elected deputies, the National Assembly is dedicated entirely to the work of the National Assembly of Québec.","http://www.assnat.qc.ca/fr/index.html","CRG","24/04/2024",NA
"Assiniboia Times (web site) (1 sources)","Canada","Saskatchewan","Presse","Quotidien","Anglais","63539","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","https://www.sasktoday.ca/south/assiniboia-times","FAJK","12/12/2023",NA
"Associated Press (1 sources)","États-Unis","","Presse","En continu","Anglais","66094","This source requires a subscription.","https://www.ap.org/","LUTL","26/04/2024",NA
"Associated Press (AP) - International (1 sources)","États-Unis","","Presse","En continu","Anglais","55676","This source requires a subscription.","https://www.ap.org/","LUOB","29/07/2021",NA
"Associated Press (web site ref.) (1 sources)","États-Unis","New York","Presse","Irrégulier","Anglais","44833","Associated Press News highlight the top stories of the moment as determined by The Associated Press.  The Associated Press staff compiles a summary of the topstories approximately once each hour.","https://apnews.com/","WAAFV","24/04/2024",NA
"Association des maires de France et des présidents d'Intercommunalité (AMF) (site web réf.) (1 sources)","France","Ile-de-France","Répertoires et références","Irrégulier","Français","44066","The AMF represents the interests of rural mayors, and aims to defend small municipalities in particular.","https://www.amf.asso.fr/page-toute-actualite/36012","WAADE","24/04/2024",NA
"Associations mode d'emploi (1 sources)","France","","Presse","Mensuel ou bimensuel","Français","64875","The magazine dedicated to the associative world.",NA,"AKN","02/02/2024","02/02/2024"
"Associations mode d'emploi (site web) (1 sources)","France","","Presse","Quotidien","Français","61843","Web site of the magazine dedicated to the associative world.","https://www.associationmodeemploi.fr/","GAAC","04/05/2023",NA
"assurance en mouvement, L' (site web réf.) (1 sources)","France","","Presse","Irrégulier","Français","61433",NA,"https://www.lassuranceenmouvement.com/","WAAJT","24/04/2024",NA
"Assurances des Particuliers (1 sources)","France","","Presse","Mensuel ou bimensuel","Français","1523","Assurances des Particuliers covers the strategic approaches of the operators (insurance companies, banks, new players) regarding private insurance services. Among the subjects treated it talks about the newest offers and commercial strategies, promotional offers, partnership, consumer expectations and consumer relationship, consumerism, new distribution channels, rating evolution and international news.","https://point-banque.fr/abonnement/assurances-des-particuliers/","BA","01/11/2000",NA
"Atenea (1 sources)","Porto Rico","","Presse","Semestriel","Anglais","29788","A multidisciplinary journal featuring essays and book reviews on the humanities and social sciences, as well as some poetry and short fiction.","http://ece.uprm.edu/artssciences/atenea/atenea.htm","GAAGA","01/01/2015",NA
"Atenea (Chile) (1 sources)","Chili","","Presse","Semestriel","Espagnol","29789",NA,"https://revistasacademicas.udec.cl/index.php/atenea/index","GAAGB","22/03/2015",NA
"Athabasca University (AB) (web site ref.) (1 sources)","Canada","Alberta","Presse","Irrégulier","Anglais","36644",NA,"http://www.athabascau.ca/","WAACB","24/04/2024",NA
"Athens Banner-Herald (GA) (web site ref.) (1 sources)","États-Unis","Géorgie","Presse","Irrégulier","Anglais","45984","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.onlineathens.com/","WAAFW","24/04/2024",NA
"Athens News Agency (Greece) (1 sources)","Grèce","","Presse","Quotidien","Anglais","3885","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.ana-mpa.gr/anaweb/","FANA","18/09/2009",NA
"Atlanta Journal-Constitution, The (GA) (web site ref.) (1 sources)","États-Unis","Géorgie","Presse","Irrégulier","Anglais","44834","Newspaper articles covering national and international news, politics, business, travel, entertainment, commentary, features/lifestyle and sports.","http://www.ajc.com/","WAAFX","24/04/2024",NA
"Atlanta Journal-Constitution, The (US) (1 sources)","États-Unis","Géorgie","Presse","Quotidien","Anglais","63491","This source requires a subscription. Full-text content is available for 45 days. After this date, only the title is visible.","http://www.ajc.com/","FAHO","23/09/2018",NA
"Atlanta Review (1 sources)","États-Unis","Géorgie","Presse","Semestriel","Anglais","29790","A publication of poetry, fiction, art, interviews, parts-of-novels and creative non-fiction.","http://atlantareview.com/","GAAGC","22/03/2015",NA
"Atlantic Boating News (1 sources)","Canada","Nouvelle-Écosse","Presse","Mensuel ou bimensuel","Anglais","5760","Atlantic Boating News is for those who enjoy being on the water. With tens of thousands of kilometers of inshore and coastal waterways, coupled with a centuries of boating as a pastime, Atlantic Canadians love to sail. The bimonthly Atlantic Boating News has been redesigned with lots of terrific features, and is becoming the preferred source for information on boating culture in the Eastern provinces. The regular editorial lineup includes: boating events, marine weather maps, marina maps, photo galleries, classifieds, and more.","http://www.atlanticboatingnews.com/","KG","01/09/2011","01/09/2011"
"Atlantic Business (web site ref.) (1 sources)","Canada","Terre-Neuve-et-Labrador","Presse","Irrégulier","Anglais","67481",NA,"https://atlanticbusinessmagazine.ca/","WAANS","20/12/2024",NA
"Atlantic Economic Journal (1 sources)","États-Unis","Géorgie","Presse","Bimestriel ou trimestriel","Anglais","29791","Professional journal covering economics.","http://www.iaes.org/publications/atlantic-economic-journal/","GAAGD","01/03/2015",NA
"Atlantic Fisherman (1 sources)","Canada","Nouvelle-Écosse","Presse","Mensuel ou bimensuel","Anglais","5761","Atlantic Canada has been shaped by the fishery for hundreds of years. From the earliest settlers to the latest in today’s advancements in the fishery and aquaculture sectors, Atlantic Fisherman has been providing a voice for industry workers for over 25 years. In addition to fishery news from Prince Edward Island, New Brunswick, Nova Scotia and Newfoundland & Labrador, Atlantic Fisherman also profiles news from around the globe as it pertains to the regional fisheries. Twice a year, this monthly newspaper profiles the boatbuilding industry in the Maritimes. The free classifieds and Marine Market sections are also long-standing favourites among readers.","http://www.atlanticfisherman.com/index.asp","KQ","01/08/2011","01/08/2011"
"Atlantic Geoscience (1 sources)","Canada","Nouvelle-Écosse","Presse","Annuel","Anglais","5805","Since 1965, Atlantic Geoscience is a triannual magazine covers all aspects of the geology of Atlantic Canada and related areas. It publishes papers, notes and discussions on original research and review papers.","https://journals.lib.unb.ca/index.php/ag","GATL","01/01/2010",NA
